Transaction_ID,Date_ID,City_ID,Area_ID,Property_ID,Area_SqFt,Days_on_Market,Listing_Status,Demand_Score,Supply_Score,Risk_Score_Base,Price_per_SqFt,Property_Price,Rental_Income_Monthly
8802,345,2,22,2,3898,65,Active,81,50,17,15274,4960846,239582
8803,586,1,13,2,3648,33,Active,93,22,8,16825,5941044,484299
8804,944,6,12,1,3849,182,Sold,30,98,53,15153,7351035,127348
8805,162,8,37,3,4207,24,Active,35,83,38,17978,4177767,142811
8806,1020,3,2,3,4931,53,Sold,64,75,21,17541,7660666,333288
8807,967,2,5,5,4320,101,Sold,72,46,15,18168,7450045,274011
8808,799,2,40,3,4576,168,Active,72,55,16,15162,6774977,342486
8809,552,2,24,3,4651,117,Sold,79,48,14,17943,5794779,258529
8810,93,1,28,3,3514,198,Active,92,29,5,18465,3894689,457971
8811,1045,6,16,2,3433,97,Sold,32,86,54,16329,7774977,122613
8812,887,8,39,5,3022,26,Active,37,99,51,15613,7125562,103927
8813,372,2,1,2,4051,97,Active,77,52,15,15342,5067056,210953
8814,684,8,33,5,4794,134,Sold,31,94,50,16049,6332133,147703
8815,12,7,15,2,3828,185,Active,36,90,35,15001,3552655,126615
8816,286,6,5,4,4646,37,Sold,38,98,43,16197,4698919,144128
8817,806,5,32,4,3005,116,Active,38,87,46,18133,6797929,96689
8818,131,1,33,2,3885,45,Sold,92,33,8,17905,4050405,319939
8819,648,4,15,4,4824,189,Sold,66,68,15,17050,6189468,275023
8820,1081,4,15,3,3415,13,Active,75,50,24,16223,7938793,188120
8821,953,4,8,3,3042,86,Sold,73,53,24,16317,7384788,184182
8822,686,7,3,4,3551,182,Active,40,97,35,16309,6339783,120464
8823,854,4,20,5,3814,112,Sold,66,52,16,15218,7000900,284681
8824,786,6,21,2,3605,66,Sold,44,89,46,15686,6718721,119080
8825,883,6,12,2,3606,128,Active,34,96,40,18364,7113861,128020
8826,646,8,3,5,3979,8,Sold,32,82,54,15676,6179117,135907
8827,250,8,9,5,3361,91,Sold,38,96,38,18012,4545904,108049
8828,948,5,30,4,3248,183,Sold,44,88,44,17344,7369036,107697
8829,292,3,15,1,3801,16,Sold,55,84,21,17661,4723672,240783
8830,361,4,9,4,3492,73,Sold,69,68,21,15202,5019801,261942
8831,834,5,28,5,4375,118,Sold,37,81,36,15400,6924842,142844
8832,541,3,38,3,3243,175,Active,50,71,21,16340,5750675,177685
8833,356,2,1,3,4459,147,Active,75,53,17,17798,5006300,306249
8834,793,2,39,5,3565,155,Sold,83,48,18,17158,6746174,200339
8835,60,8,40,5,4211,19,Sold,37,93,41,17245,3763276,145018
8836,756,6,38,1,4864,47,Active,35,86,54,17826,6598559,161543
8837,382,4,15,1,3346,159,Active,77,58,15,16544,5101260,193946
8838,644,7,32,5,4539,13,Sold,39,84,58,18350,6168316,148298
8839,821,4,20,3,4297,96,Sold,71,56,19,15225,6860036,238572
8840,426,6,22,2,4937,71,Active,30,81,51,17911,5283978,173753
8841,825,1,5,2,3204,42,Sold,88,19,6,16054,6879837,426244
8842,252,7,23,4,4213,14,Sold,36,91,40,15286,4557155,137816
8843,104,6,18,1,3576,96,Sold,33,82,42,16202,3938793,122957
8844,55,8,6,3,4724,58,Sold,36,95,42,16655,3744374,151489
8845,805,3,19,2,4761,153,Sold,50,77,27,17804,6794779,276138
8846,575,4,34,2,4435,8,Sold,66,64,18,15813,5894689,239543
8847,730,2,38,5,3141,198,Sold,81,57,17,16839,6503600,171358
8848,446,6,40,4,4749,180,Sold,40,98,58,16950,5364086,155577
8849,826,6,16,5,4852,194,Sold,42,94,37,16195,6884338,154953
8850,65,2,36,4,4053,179,Sold,82,62,16,15134,3784428,267879
8851,174,2,27,3,4126,180,Sold,74,55,15,15576,4226822,308460
8852,183,8,36,4,4829,136,Sold,33,81,47,15798,4263726,158324
8853,1047,1,29,1,3033,50,Active,99,26,6,16709,7789828,403616
8854,552,1,27,5,4998,191,Sold,98,34,9,18228,5791629,499313
8855,832,4,29,2,3492,195,Sold,77,58,20,18210,6916291,230104
8856,1037,6,2,3,3326,73,Sold,39,91,54,16916,7743924,105441
8857,34,3,11,5,4262,32,Sold,63,87,27,15838,3653465,234158
8858,403,1,35,5,3388,43,Active,89,31,6,16312,5196669,380718
8859,563,4,7,4,4603,96,Active,70,58,23,17040,5839783,374489
8860,672,2,5,5,3776,155,Sold,73,59,18,15172,6283978,269025
8861,855,6,37,1,3689,124,Active,42,85,37,15061,7007200,119516
8862,989,2,21,4,3636,175,Sold,72,64,13,16939,7541854,261697
8863,151,5,14,3,4884,175,Sold,37,91,40,17818,4132313,151160
8864,29,5,21,4,4295,26,Active,32,84,38,17045,3632763,144157
8865,425,4,38,2,3092,112,Sold,74,69,15,15604,5276327,194926
8866,633,1,19,4,3956,58,Sold,97,19,5,15815,6124212,415133
8867,102,1,3,4,3874,190,Sold,97,32,7,18186,3930243,386557
8868,744,6,1,3,4026,188,Sold,39,91,53,17783,6549054,133317
8869,218,1,40,3,4904,64,Active,88,18,10,15540,4418991,589424
8870,491,3,8,1,3305,92,Sold,61,83,26,17375,5544554,218585
8871,577,5,10,3,3464,13,Active,43,80,48,17380,5905940,120540
8872,911,5,13,2,3684,14,Sold,36,88,42,15081,7219621,126649
8873,32,7,28,1,3553,82,Sold,44,93,42,15113,3643114,114620
8874,837,6,27,4,3718,113,Active,32,98,53,16073,6935643,112566
8875,509,6,13,5,4174,126,Active,43,98,42,18361,5624662,139554
8876,378,6,31,3,3149,192,Sold,36,86,57,15259,5087308,101278
8877,979,3,22,4,3729,190,Sold,60,76,18,16476,7498199,241759
8878,319,8,16,1,4431,61,Sold,30,82,44,18133,4846084,151381
8879,54,2,9,5,4163,87,Sold,74,62,13,17610,3738973,269857
8880,824,3,27,2,3652,75,Sold,58,74,22,15241,6874887,236615
8881,746,5,23,5,3411,156,Sold,36,94,48,18103,6556255,117011
8882,82,4,21,2,4985,162,Sold,74,65,18,15211,3852835,276194
8883,544,7,23,3,3193,166,Sold,39,80,51,15268,5760126,114016
8884,12,8,33,3,4389,38,Active,35,97,42,17857,3554905,151614
8885,251,8,22,2,4265,154,Sold,33,97,35,16606,4551305,140907
8886,396,7,2,1,4954,58,Sold,32,87,51,15402,5169216,175946
8887,787,7,1,3,3388,161,Sold,39,81,39,16898,6725472,107908
8888,478,7,27,5,4368,100,Sold,33,93,49,18329,5490999,150294
8889,659,8,27,3,3117,97,Active,38,89,50,18378,6234923,100473
8890,940,4,18,3,4208,167,Sold,77,53,17,16345,7337983,243793
8891,1087,2,18,5,4370,77,Sold,78,63,18,15303,7961296,248746
8892,1052,4,25,1,3032,57,Active,68,66,15,15218,7811431,164688
8893,612,4,14,4,3789,165,Active,75,55,22,16182,6041854,317162
8894,62,5,35,4,3010,158,Active,38,86,37,18478,3775877,105904
8895,186,7,13,2,3840,119,Sold,42,94,58,15579,4282628,117197
8896,346,8,33,2,3283,92,Active,32,80,57,16157,4966246,101386
8897,636,3,23,5,3742,71,Active,53,74,18,17082,6135463,226496
8898,266,5,31,5,4485,63,Active,39,97,41,16498,4621512,154948
8899,667,3,8,1,3313,114,Sold,50,73,24,18302,6261026,190288
8900,29,6,22,1,4142,168,Active,39,93,50,16711,3634113,134383
8901,78,4,23,2,3142,86,Active,66,61,22,18405,3838433,178129
8902,441,6,27,1,3969,107,Active,34,92,47,18327,5343834,131517
8903,521,2,39,4,3124,105,Active,78,56,12,15563,5671467,214053
8904,226,3,11,5,3477,143,Sold,59,73,19,16619,4445544,199741
8905,10,4,11,2,4438,147,Sold,68,69,24,17878,3545004,265692
8906,268,1,32,2,4571,78,Sold,99,18,10,16101,4628712,521711
8907,168,1,21,5,3567,175,Active,94,27,6,15467,4201170,336145
8908,263,3,9,3,4287,53,Sold,59,70,22,15340,4602610,247398
8909,50,6,1,3,4119,60,Sold,31,94,51,18499,3720072,127137
8910,679,3,20,4,4415,65,Sold,56,71,23,16214,6307380,223293
8911,243,2,14,2,3121,34,Sold,73,47,13,15779,4520702,217255
8912,304,1,6,3,3298,166,Sold,89,27,10,15844,4782178,405506
8913,590,8,25,3,3002,130,Active,34,89,39,15959,5959495,107261
8914,631,6,12,2,3115,167,Active,37,94,57,17532,6117911,101356
8915,198,7,24,1,3286,92,Sold,35,97,49,17510,4328532,113406
8916,131,7,19,4,4442,134,Active,35,82,59,17290,4049954,144480
8917,547,3,23,1,3646,26,Sold,54,81,20,16379,5770927,224290
8918,169,5,6,4,4195,77,Sold,34,88,54,16345,4209270,128627
8919,242,2,12,1,3243,21,Active,72,53,16,18463,4515751,217930
8920,732,4,23,1,3958,109,Active,70,63,15,15492,6511251,271796
8921,603,2,33,2,3755,79,Active,72,47,19,16927,6009450,262818
8922,947,2,15,2,4601,60,Active,77,60,18,15726,7361386,272355
8923,484,4,23,5,3770,12,Sold,75,69,18,17966,5519351,315453
8924,584,2,22,1,4947,195,Sold,78,45,16,15311,5934293,293543
8925,877,2,6,1,3061,73,Sold,78,51,15,15527,7088208,168168
8926,709,2,23,2,3246,114,Sold,79,61,16,16297,6421692,238463
8927,681,5,24,5,3230,134,Sold,34,97,46,17691,6318631,111370
8928,535,7,33,4,4936,73,Sold,33,83,58,17556,5730423,165672
8929,477,1,10,4,3589,25,Sold,99,20,10,18075,5487848,493057
8930,910,8,8,5,4958,147,Sold,34,97,40,16270,7218721,156911
8931,119,5,24,4,3257,106,Active,35,80,38,17719,4004950,105866
8932,242,8,1,3,4441,81,Active,38,83,38,17484,4513951,157558
8933,202,1,13,5,3403,172,Active,98,33,7,16536,4350135,363993
8934,896,2,6,2,3129,118,Sold,81,46,13,17658,7162466,196838
8935,578,4,32,2,3008,103,Sold,67,56,15,17254,5908640,183903
8936,870,3,14,3,3689,139,Sold,56,74,26,17683,7054455,204306
8937,473,2,30,5,3286,23,Sold,76,54,17,17822,5470747,198066
8938,1039,3,36,4,3773,118,Sold,57,89,19,16463,7749324,183893
8939,539,8,20,1,4166,64,Sold,35,82,42,17629,5745274,149309
8940,594,7,35,4,3976,27,Active,31,87,57,17468,5975247,122238
8941,181,5,23,5,3966,44,Sold,39,92,41,15435,4258775,128832
8942,52,1,3,4,4976,57,Sold,96,28,7,17965,3734473,428098
8943,630,5,39,3,3108,108,Sold,41,88,37,17795,6109810,101880
8944,203,8,28,4,3152,183,Active,37,93,38,15494,4354635,109028
8945,422,1,35,1,3324,29,Sold,89,33,5,16175,5261476,291905
8946,697,8,25,2,4283,68,Sold,34,92,46,15854,6378937,135026
8947,618,6,14,1,3011,107,Sold,31,93,53,15494,6068406,97755
8948,13,8,11,3,4092,94,Active,41,81,38,15997,3557155,144652
8949,983,2,1,3,4795,23,Sold,74,56,18,18181,7514851,254020
8950,890,5,34,5,4061,177,Sold,30,85,54,15247,7141764,123763
8951,93,4,29,5,4266,197,Active,67,67,19,16745,3896489,248750
8952,377,2,37,3,3473,83,Sold,82,52,16,17809,5085058,188867
8953,232,1,32,1,3746,53,Active,98,24,11,18129,4470747,337899
8954,882,3,5,4,3217,38,Sold,62,82,27,15359,7111161,174068
8955,798,7,28,3,3667,117,Sold,37,81,47,17028,6770027,123145
8956,791,1,29,1,4643,45,Sold,97,25,5,17012,6736723,391904
8957,640,4,21,5,4133,67,Sold,71,61,21,17408,6151215,245480
8958,105,6,22,4,3912,35,Sold,44,98,53,17238,3943294,130168
8959,119,7,7,4,4956,118,Sold,44,95,53,15782,4007650,167087
8960,896,1,24,1,4138,183,Sold,88,28,5,18021,7163816,327088
8961,341,5,28,5,3264,11,Active,42,98,53,16158,4945544,109501
8962,117,3,30,5,3721,164,Sold,55,71,18,15592,3995949,213115
8963,882,1,35,5,4590,180,Sold,88,18,6,17252,7111611,370757
8964,233,1,4,1,3206,115,Sold,90,24,10,15273,4477047,419802
8965,643,7,19,1,4994,176,Sold,32,92,42,17606,6165166,179394
8966,79,1,10,4,4655,77,Sold,88,25,8,18250,3842034,619848
8967,983,3,19,5,4434,177,Sold,55,82,24,15556,7512601,280030
8968,57,1,11,2,3743,134,Active,91,26,9,16096,3752925,288922
8969,810,3,32,5,3002,156,Sold,64,78,22,15642,6812331,146651
8970,167,2,23,3,3284,67,Sold,82,59,12,15198,4195319,177955
8971,1020,4,25,1,4764,184,Active,69,54,21,15394,7662466,269018
8972,823,6,11,4,3049,169,Sold,40,85,54,16102,6868136,106117
8973,455,4,32,1,4521,58,Active,76,67,21,18234,5395589,345728
8974,144,7,19,2,3054,159,Active,35,91,59,18355,4101260,105650
8975,921,7,1,5,3011,107,Sold,44,96,52,16631,7265076,103235
8976,412,2,7,2,3998,172,Sold,76,54,15,16568,5227722,218336
8977,467,1,3,1,4189,181,Sold,93,20,11,16229,5442844,538339
8978,696,5,31,5,4317,78,Active,39,95,59,17666,6373087,154799
8979,379,4,1,5,4947,199,Sold,70,63,21,15131,5091809,352575
8980,788,6,16,1,3185,28,Sold,31,84,56,17938,6725922,111061
8981,698,7,5,1,4311,71,Active,34,83,52,15012,6382988,131830
8982,269,8,40,2,3146,78,Sold,39,97,50,16636,4633213,110110
8983,1006,8,37,2,3230,121,Active,42,81,40,15331,7604860,108321
8984,110,7,21,1,4330,167,Sold,43,83,59,17327,3970297,148034
8985,393,2,19,2,4286,80,Active,74,47,17,17593,5156615,333418
8986,639,7,11,2,3898,34,Sold,43,90,44,17507,6147614,136508
8987,709,7,31,5,3370,42,Sold,30,82,36,16757,6422142,118118
8988,651,8,2,2,4052,104,Active,31,81,37,18385,6206120,122905
8989,275,5,33,3,4189,141,Sold,39,90,53,15259,4659315,149162
8990,902,4,26,3,4028,65,Active,78,58,19,18010,7185418,335617
8991,469,1,1,4,4162,78,Active,94,18,11,15798,5456345,464677
8992,675,2,17,5,4330,92,Sold,82,62,15,15028,6290729,232417
8993,971,4,26,4,4509,111,Sold,75,69,24,16665,7465346,347461
8994,377,8,6,1,4112,95,Sold,30,93,43,16762,5083258,124709
8995,160,4,11,5,3479,153,Sold,78,66,20,17317,4171017,234385
8996,421,7,38,1,4084,106,Sold,34,99,55,15666,5258775,143267
8997,113,1,25,4,4050,91,Sold,91,20,5,15883,3981548,526298
8998,739,3,24,1,3623,15,Sold,51,73,23,15750,6533303,196581
8999,865,7,21,5,3628,81,Sold,33,85,58,16339,7036453,114500
9000,116,7,12,1,4162,87,Sold,31,90,53,18489,3993249,139285
9001,834,2,28,4,4460,91,Active,80,57,12,17086,6923942,326649
9002,377,6,26,3,4693,193,Active,35,89,38,17804,5084608,151687
9003,668,7,16,3,3545,105,Sold,35,86,54,15736,6265076,116404
9004,394,6,13,5,4027,163,Sold,38,96,36,17665,5161116,135194
9005,621,8,24,3,3545,67,Sold,43,97,42,18454,6076957,106875
9006,726,8,23,4,3394,121,Sold,38,98,35,17878,6484698,108540
9007,476,2,11,5,4430,150,Sold,73,60,14,16187,5482898,253426
9008,948,2,12,2,3090,192,Sold,82,57,16,16640,7367686,210105
9009,775,2,14,5,3041,19,Active,76,64,12,16050,6664716,213492
9010,335,4,8,1,3985,127,Active,66,63,18,16222,4919441,241110
9011,855,7,33,3,4979,8,Sold,38,80,40,16189,7004950,178935
9012,257,1,19,1,4064,167,Sold,95,34,10,16506,4575607,474045
9013,351,3,25,2,4393,124,Sold,57,81,19,17395,4988748,225554
9014,584,6,21,3,4184,144,Sold,41,94,42,16468,5932493,149126
9015,585,3,38,2,3560,56,Sold,56,71,21,17905,5937893,175938
9016,762,2,4,2,4759,123,Sold,75,56,18,18237,6618361,324415
9017,984,4,36,2,3014,153,Sold,66,64,20,16310,7518901,173236
9018,50,2,40,1,3774,174,Sold,80,57,15,18395,3721422,274937
9019,576,8,19,4,4626,23,Sold,38,98,38,16919,5900090,143027
9020,394,2,8,1,4062,121,Sold,73,48,12,15920,5162016,268269
9021,822,1,9,5,4444,10,Active,89,22,6,16606,6863636,424369
9022,713,7,12,2,3788,22,Sold,42,99,54,15552,6435193,122815
9023,650,4,8,5,4852,146,Sold,78,62,21,16748,6203870,331149
9024,393,8,32,2,3372,178,Active,36,92,59,15410,5157065,104485
9025,295,7,1,1,4088,172,Sold,34,85,48,15540,4741224,131879
9026,581,2,23,4,3234,186,Sold,72,64,19,17830,5922142,193555
9027,986,5,31,4,3358,152,Sold,33,88,35,17399,7527452,105085
9028,268,1,2,5,3077,147,Active,91,20,5,17294,4627812,374786
9029,1050,6,39,5,4730,56,Sold,32,87,36,18032,7801980,155608
9030,376,1,27,5,3635,116,Sold,88,22,8,15899,5078757,365699
9031,72,1,25,1,4681,61,Sold,95,20,9,15070,3808280,539392
9032,1080,4,24,3,4501,199,Sold,72,61,18,18010,7931593,285532
9033,369,5,12,4,4356,64,Active,32,99,56,16284,5051755,152687
9034,934,3,39,4,3062,15,Sold,64,77,26,15250,7316831,186601
9035,574,3,9,1,3908,193,Sold,51,72,19,15211,5887488,189760
9036,611,3,14,2,4676,68,Sold,55,79,20,18075,6037353,312566
9037,314,6,28,4,3410,93,Active,39,81,44,17526,4820432,113328
9038,304,3,11,5,4869,152,Sold,61,74,25,17090,4777227,321946
9039,815,5,18,1,4361,182,Sold,36,96,46,17078,6833483,143390
9040,257,5,38,1,3306,40,Active,43,91,57,15759,4578757,118646
9041,480,6,38,4,4476,17,Active,39,87,38,15098,5501350,151378
9042,102,2,22,5,4417,98,Active,73,52,12,16421,3927542,240488
9043,329,5,18,1,4814,28,Sold,35,91,38,15516,4890639,163724
9044,727,6,13,5,3740,176,Sold,35,85,35,18062,6493249,129636
9045,973,3,30,2,4157,143,Active,60,86,27,15288,7477497,287199
9046,517,6,33,3,4325,33,Active,33,88,51,16835,5653465,133625
9047,518,1,8,1,3683,71,Sold,91,20,7,15089,5656165,500621
9048,1056,7,4,4,3618,64,Sold,30,91,44,16119,7839783,118453
9049,206,2,30,1,3667,86,Active,79,59,13,15857,4368136,197158
9050,331,5,2,1,4056,78,Sold,39,99,51,18398,4900090,127853
9051,397,6,15,1,3727,175,Sold,33,87,43,16237,5173267,121672
9052,617,1,37,5,4125,106,Sold,91,30,8,15699,6063906,538560
9053,211,7,9,1,4153,34,Sold,33,88,41,17227,4390639,133095
9054,135,4,15,1,4526,60,Active,67,66,18,15636,4065706,243207
9055,974,7,27,2,4667,112,Sold,42,93,44,15889,7477947,142138
9056,794,1,20,4,4844,170,Sold,95,24,8,16147,6753375,654194
9057,533,6,27,1,4148,196,Sold,32,94,45,17323,5719171,148980
9058,1026,6,22,2,4948,119,Sold,31,90,40,16293,7688118,149054
9059,241,7,27,3,3722,171,Sold,43,84,56,18387,4511251,112122
9060,681,7,32,1,4748,64,Sold,42,88,45,17965,6317731,152933
9061,380,8,28,2,3805,13,Active,38,87,51,15270,5093159,135032
9062,787,1,23,4,3003,79,Sold,97,31,9,15549,6724572,228513
9063,584,6,11,1,4828,174,Active,38,82,59,17196,5931593,147920
9064,522,3,22,5,4038,7,Sold,56,85,24,16261,5672367,202313
9065,826,4,29,2,4089,103,Active,79,66,24,17814,6887038,290924
9066,1,5,17,1,3946,54,Sold,43,92,56,15389,3502250,140564
9067,824,5,13,3,4571,164,Active,36,92,46,16683,6873537,163715
9068,649,2,18,5,4857,184,Sold,84,56,15,17663,6198019,342234
9069,529,7,10,1,3782,159,Active,34,89,48,15073,5702520,127053
9070,111,8,21,4,4686,39,Sold,37,91,59,17148,3974347,165135
9071,235,6,12,2,3722,199,Sold,31,88,51,15455,4486498,119878
9072,724,7,27,1,3352,132,Sold,37,82,51,15089,6478397,105085
9073,445,1,28,5,3014,132,Sold,88,20,11,16263,5361836,232477
9074,494,2,36,1,4160,10,Sold,74,63,17,16171,5555805,292714
9075,519,3,1,1,3591,53,Active,62,82,26,15279,5659315,231306
9076,197,1,32,4,3573,34,Sold,88,32,6,17939,4325382,471359
9077,412,5,26,3,4382,93,Active,34,81,37,17154,5229522,156394
9078,529,6,29,3,3929,48,Sold,39,97,57,15845,5703870,128368
9079,840,7,12,5,3642,79,Active,31,95,45,15550,6945094,112436
9080,64,6,18,3,4120,139,Sold,33,86,41,17334,3782178,143211
9081,1034,5,12,3,4683,166,Active,40,88,57,18110,7726372,152553
9082,476,6,13,4,3015,111,Sold,37,95,49,17014,5481098,92784
9083,916,8,21,3,4855,42,Sold,35,97,58,17251,7244824,149485
9084,253,4,32,4,4236,40,Active,72,66,24,15953,4561206,303874
9085,332,7,21,4,3375,80,Sold,34,84,37,16898,4905940,101810
9086,1037,8,4,5,3741,143,Sold,42,94,58,16182,7741224,126985
9087,199,4,32,5,3367,27,Sold,69,68,24,17957,4332583,215397
9088,380,1,36,3,3941,141,Active,99,27,7,17924,5094509,416800
9089,6,7,5,2,3887,131,Sold,43,88,35,17064,3527902,134039
9090,454,1,15,3,4621,164,Active,94,31,9,16905,5389738,489375
9091,550,4,33,1,4103,14,Sold,74,51,15,15463,5785778,230041
9092,443,8,31,3,3859,178,Active,30,91,38,15740,5350135,118657
9093,1045,3,8,5,4707,183,Active,59,71,23,15522,7775877,284920
9094,962,3,25,1,3163,54,Sold,52,79,25,17897,7426192,154375
9095,228,8,30,3,4505,58,Sold,37,85,47,15979,4454545,155459
9096,493,6,25,5,4674,76,Sold,32,82,36,17171,5554905,164543
9097,1055,3,37,1,3127,146,Sold,60,82,25,16319,7833033,217959
9098,1037,7,3,3,4637,91,Sold,35,91,37,17634,7742574,166487
9099,243,6,15,3,4945,92,Active,31,90,36,18147,4519801,175706
9100,58,6,15,4,4104,131,Sold,39,92,35,16710,3756525,142319
9101,369,6,15,2,4171,9,Active,39,87,40,15402,5052205,147361
9102,829,1,17,5,4592,123,Active,88,20,6,16305,6904590,578638
9103,322,1,18,3,3270,157,Active,96,34,10,15528,4855085,250376
9104,412,6,21,4,3051,79,Active,40,88,49,18495,5229972,107029
9105,964,5,33,4,3526,57,Sold,35,83,40,18000,7433393,107085
9106,512,8,5,1,3732,185,Sold,37,88,44,15446,5630513,114931
9107,316,2,4,4,3761,76,Sold,77,50,17,17776,4829432,248021
9108,817,5,23,4,4407,53,Active,42,87,41,16705,6842934,138274
9109,803,4,26,5,3092,181,Sold,68,61,21,15223,6784878,180565
9110,477,7,16,5,3307,22,Active,30,80,47,16493,5484698,103780
9111,1096,2,25,5,4493,28,Sold,82,58,19,15523,7998199,235430
9112,508,8,13,4,4052,101,Active,33,83,55,15364,5618361,133416
9113,533,1,31,2,3929,127,Active,91,21,7,15671,5720072,424813
9114,395,2,9,1,3901,151,Sold,74,53,12,15863,5163366,225053
9115,140,5,6,1,3044,197,Sold,44,87,57,17899,4090909,94723
9116,832,8,16,4,4262,39,Sold,33,90,36,18320,6917191,132028
9117,1,3,27,3,3249,135,Active,51,73,21,16350,3502700,174666
9118,523,1,11,2,3263,139,Active,94,26,8,16952,5679117,446607
9119,75,8,36,2,4049,140,Sold,36,94,57,18401,3821782,133366
9120,317,1,37,5,3024,186,Sold,94,20,5,18014,4836633,329556
9121,153,2,34,5,4906,42,Sold,77,60,16,15585,4137713,301166
9122,499,4,40,5,3486,85,Active,79,57,22,17823,5585508,251036
9123,864,6,14,3,4497,89,Sold,37,94,44,18323,7033753,154067
9124,610,4,11,1,3390,173,Sold,75,52,22,16188,6034653,195725
9125,574,5,14,4,4782,152,Active,44,94,57,17075,5888838,161985
9126,353,5,22,3,4671,38,Sold,44,80,40,17342,4995049,161486
9127,1038,6,12,2,4291,109,Active,37,82,52,18281,7747974,130052
9128,87,3,37,1,3064,76,Sold,52,78,20,15359,3871737,215411
9129,602,7,9,3,4920,143,Sold,39,81,37,15954,6006750,159447
9130,390,5,10,4,4347,59,Active,37,99,37,17583,5138163,138252
9131,368,6,6,1,3205,151,Active,36,92,55,18163,5046354,100637
9132,354,4,2,5,4784,67,Active,77,65,24,15196,5000000,365588
9133,144,3,28,4,4908,47,Sold,50,84,19,16387,4103060,273906
9134,720,1,31,5,3688,166,Sold,93,29,9,17019,6460396,320238
9135,934,7,28,4,4323,51,Sold,33,84,56,16442,7314581,136157
9136,951,4,19,5,4223,52,Sold,74,55,18,18471,7379837,232379
9137,17,2,34,1,4293,114,Sold,81,60,13,16086,3578307,265807
9138,902,6,38,3,4874,39,Sold,35,88,52,17720,7187218,156728
9139,166,8,39,2,4214,113,Sold,44,80,57,15236,4191269,127634
9140,782,2,34,2,3826,15,Active,76,45,12,17202,6695769,224765
9141,982,8,1,2,4448,84,Sold,41,83,38,17961,7507200,159630
9142,14,5,31,3,3838,64,Sold,39,84,39,16786,3561656,134153
9143,783,5,33,5,4649,121,Sold,35,82,56,16739,6700720,140465
9144,952,1,36,1,3077,137,Active,94,25,5,16402,7382988,398579
9145,196,8,23,4,3563,199,Sold,39,98,46,17953,4320882,116653
9146,479,7,40,2,3692,47,Sold,37,85,41,15886,5500900,125063
9147,995,8,29,5,3172,47,Sold,32,83,59,17179,7562556,109846
9148,14,1,24,4,3710,20,Sold,94,30,6,17433,3562106,411161
9149,737,5,16,3,4063,37,Active,31,92,54,17396,6530153,137459
9150,466,8,37,2,4708,59,Sold,41,86,45,15117,5439693,157228
9151,359,4,5,5,4572,77,Active,73,62,15,16885,5014401,280515
9152,953,2,27,4,4007,169,Active,74,56,15,16348,7389288,289454
9153,556,8,25,5,3714,69,Sold,44,86,56,15790,5810531,114376
9154,51,5,26,5,4817,22,Sold,41,88,54,16788,3728622,146023
9155,1044,6,6,1,3307,67,Active,33,91,50,15611,7769126,116850
9156,972,1,17,5,4079,17,Active,93,27,8,15445,7471197,466067
9157,452,3,23,4,4202,143,Sold,60,82,26,17384,5385238,242788
9158,683,2,3,3,3959,188,Sold,84,49,18,17249,6327182,275179
9159,915,2,23,3,4244,157,Sold,79,45,14,17298,7238523,217902
9160,1024,2,22,5,4625,9,Sold,81,46,18,18024,7681818,285470
9161,667,8,2,4,3211,88,Sold,30,92,48,15311,6263276,96638
9162,848,5,11,1,4832,75,Active,42,86,41,16250,6973897,166404
9163,107,4,15,3,4792,174,Active,68,56,20,18271,3952295,306861
9164,931,3,22,1,4071,69,Sold,54,71,22,17587,7301980,196307
9165,208,6,34,2,3046,9,Sold,34,83,53,15970,4380288,94664
9166,742,6,11,5,4528,17,Active,38,86,43,17192,6542754,154930
9167,103,4,23,1,4124,172,Sold,67,63,24,15343,3932493,271374
9168,994,8,35,2,4612,88,Sold,43,96,48,16808,7554005,140482
9169,172,5,19,3,3799,191,Active,38,91,46,17280,4221872,121165
9170,639,6,37,4,3653,69,Sold,35,84,49,16757,6149414,110372
9171,1018,6,19,1,3884,67,Active,32,91,35,17106,7651665,134837
9172,68,3,8,3,3644,180,Active,54,77,20,15156,3792079,245833
9173,662,8,15,1,4306,29,Sold,35,89,42,17025,6244374,133607
9174,397,2,35,2,3102,177,Sold,83,59,19,17823,5176417,208159
9175,1073,3,38,4,3642,55,Active,54,88,27,18175,7908640,226410
9176,610,4,28,5,4642,181,Sold,72,57,23,17327,6036003,347296
9177,729,7,17,3,4611,163,Active,41,95,38,15810,6498649,159559
9178,378,7,5,3,3772,11,Active,40,84,55,15248,5089108,117558
9179,483,7,24,1,3034,150,Sold,41,99,52,15734,5514851,93101
9180,679,1,38,3,4284,106,Active,97,32,11,17643,6306930,586158
9181,1020,3,36,1,4127,69,Active,56,71,25,16147,7662016,238111
9182,28,4,22,2,3185,81,Active,79,52,22,16512,3628712,261219
9183,632,2,4,4,3014,139,Sold,84,63,18,16413,6121062,167037
9184,259,6,16,5,3113,169,Sold,38,90,51,16293,4582808,97549
9185,142,5,2,4,4821,7,Sold,36,98,59,15727,4094959,163403
9186,289,4,31,5,3197,32,Sold,73,59,16,17319,4711971,180957
9187,1056,8,9,1,3133,44,Sold,33,93,51,16517,7834833,111203
9188,187,2,8,1,3986,97,Sold,74,47,18,15945,4288928,236676
9189,842,8,13,1,4471,140,Sold,39,81,59,15444,6951395,160276
